agent,bathrooms,building_area,building_name,building_type,decor,elevator,floor_position,link,livingrooms,orientation,price_per_m2,property,region,rooms,school,section,structure,total_price,year
誉辉地产,1,88.0,融创御园 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_215620950.htm,2,南,15682.0,个人产权,增城,3,,朱村,平层,138.0,0.0
优加地产,1,63.0,荷景花园 地图,普通住宅,中装修,无,低层,http://esf.gz.fang.com/chushou/3_205858492.htm,1,南北,14286.0,个人产权,番禺,2, 沙湾中心小学 ,沙湾,平层,90.0,1995.0
德诚行地产,2,133.0,珠江帝景华苑 (距APM线广州塔站约435米) 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_216639127.htm,2,东南,59248.0,个人产权,海珠,4, 海珠区第二实验小学 ,赤岗,平层,788.0,2005.0
裕丰地产,1,90.0,汇信华府 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_219912587.htm,2,南北,7222.0,个人产权,广州周边,3,,佛山,平层,65.0,2017.0
华江置业,1,55.0,华侨糖厂宿舍 (距6号线沙贝站约1157米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219846169.htm,2,南北,10909.0,个人产权,白云,3,,罗冲围,,60.0,1996.0
华江置业,1,89.0,中泰天境 (距14号线知识城支线镇龙站约595米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220060794.htm,2,南北,10112.0,个人产权,黄埔,3,,萝岗,平层,90.0,2016.0
德诚行地产,2,130.0,安骏大厦 (距5号线潭村站约735米) 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_217418311.htm,2,南北,66923.0,个人产权,天河,4,,珠江新城东,,870.0,2000.0
融德邦地产,1,89.0,侨宏花园 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220559487.htm,2,南,6292.0,个人产权,从化,2,,温泉,平层,56.0,2008.0
名悦地产,2,143.0,保利天悦 (距8号线万胜围站约771米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_218752074.htm,2,南北,80420.0,个人产权,海珠,3,,琶洲,,1150.0,2016.0
正家地产,1,43.0,恒洲小苑 (距2号线南洲站约429米) 地图,普通住宅,简装修,无,高层,http://esf.gz.fang.com/chushou/3_219070115.htm,2,南,39535.0,个人产权,海珠,1,,南洲,平层,170.0,2016.0
群鑫地产,2,72.0,汇侨新城 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220562423.htm,2,南北,22083.0,个人产权,白云,2,,新市,平层,159.0,2000.0
住家帮地产,2,118.0,美的花湾城 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220143447.htm,2,南北,19492.0,个人产权,广州周边,4,,佛山,,230.0,2018.0
远见地产,1,91.0,锦绣香江山水华府 (距3号线汉溪长隆站约1020米) 地图,普通住宅,豪华装修,无,高层,http://esf.gz.fang.com/chushou/3_220299667.htm,2,南,40659.0,商品房,番禺,3,,华南,平层,370.0,2007.0
古格地产,2,73.0,逸涛雅苑 (距4号线金洲站约1156米) 地图,普通住宅,简装修,无,低层,http://esf.gz.fang.com/chushou/3_219249436.htm,2,南北,18493.0,商品房,南沙,2, 广州市南沙区金洲小学 ,金洲,平层,135.0,1998.0
源庆地产,1,99.0,凤凰城凤妍苑 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_213565775.htm,2,南,21717.0,个人产权,增城,3,,凤凰城,,215.0,2010.0
宗正地产,1,80.0,祈福新村蝶舞轩 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_219335540.htm,2,南,26250.0,个人产权,番禺,3,,祈福,,210.0,2002.0
融德邦地产,1,76.96,员村怡景花园 (距5号线潭村站约918米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219759102.htm,2,暂无,10520.0,个人产权,天河,3, 华颖外国语学校小学部 ,员村,平层,80.96,2003.0
裕丰地产,1,94.0,御林苑 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_216579542.htm,2,南,5319.0,个人产权,广州周边,3,,清远,平层,50.0,2015.0
德诚行地产,2,95.0,西福蓝湾 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220634733.htm,2,南北,18421.0,商品房,增城,3,,朱村,,175.0,2017.0
城悦地产,2,93.0,中央郡 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219083836.htm,2,南,19355.0,个人产权,南沙,3,,金洲,平层,180.0,2014.0
融德邦地产,1,92.5,和润花园 (距2号线广州火车站约699米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220202063.htm,2,南,8757.0,商品房,白云,3,,桂花岗,平层,81.0,1999.0
新希置业,2,109.0,碧桂园御湖城 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_216879441.htm,2,暂无,13578.0,个人产权,从化,4,,街口中心区,平层,148.0,2011.0
远见地产,1,89.0,华南碧桂园漾翠苑 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220653274.htm,1,西南,30337.0,个人产权,番禺,3,,华南碧桂园社区,,270.0,2002.0
粤地王地产,2,88.8,黄岐第一城 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220568093.htm,2,西南,16892.0,个人产权,荔湾,3,,黄岐,,150.0,1997.0
裕丰地产,2,119.0,荟雅苑 (距3号线支线林和西站约360米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_215248796.htm,2,暂无,56975.0,个人产权,天河,3, 华阳小学华成校区 ,天河北,平层,678.0,1997.0
鑫凯地产,3,275.0,美林湖国际社区明珠半岛 地图,,简装修,,低层,http://esf.gz.fang.com/chushou/10_213558016.htm,3,南,14545.0,,花都,5,,山前大道,,400.0,
Q房网,3,260.0,天銮    (距5号线猎德站约587米) 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_219350537.htm,2,南北,73846.0,商品房,天河,5,,珠江新城中,平层,1920.0,2013.0
裕丰地产,1,78.0,文船生活区 地图,普通住宅,中装修,有,低层,http://esf.gz.fang.com/chushou/3_219466798.htm,2,南北,19487.0,个人产权,黄埔,3, 石化小学 ,文冲,,152.0,1999.0
裕丰地产,1,55.0,泰沙路小区 (距2号线江泰路站约631米) 地图,普通住宅,豪华装修,无,高层,http://esf.gz.fang.com/chushou/3_220002435.htm,1,东西,34545.0,个人产权,海珠,2,,东晓南,平层,190.0,1998.0
名悦地产,5,555.0,保利天悦 (距8号线万胜围站约771米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_219424413.htm,3,南北,100000.0,个人产权,海珠,6,,琶洲,,5550.0,2016.0
远见地产,1,95.0,锦绣半岛 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220634041.htm,1,南北,36842.0,个人产权,番禺,3, 市桥实验小学 番禺区实验小学 ,南浦,平层,350.0,2016.0
穗坤地产,1,96.0,云景花园云景苑 (距3号线支线京溪南方医院站约516米) 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_220484331.htm,2,暂无,36458.0,商品房,白云,3,,广州大道北,平层,350.0,1993.0
禧汇置业,1,83.0,佳兆业城市广场 (距13号线南岗站约960米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219575703.htm,2,南,21687.0,个人产权,黄埔,3,,开创大道,,180.0,2017.0
麟居地产,1,87.0,鸿富大厦 (距2号线江南西站约393米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_211710151.htm,1,西,44598.0,个人产权,海珠,3, 万松园小学 宝玉直小学 ,江南西,,388.0,2000.0
正丰言地产,1,65.0,悦江上品苑 (距6号线河沙站约427米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220509533.htm,1,南,33846.0,个人产权,荔湾,2,,桥中,,220.0,2017.0
正富地产,2,127.0,芳草园 (距3号线岗顶站约879米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_218842328.htm,2,南,69291.0,个人产权,天河,3, 龙口西小学 ,天河北,平层,880.0,2004.0
置家地产,1,77.0,万科金色梦想 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219528373.htm,2,西南,23377.0,个人产权,黄埔,3, 萝峰小学 ,萝岗,平层,180.0,2015.0
钜东地产,2,90.0,美的花湾城 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_219901398.htm,2,南,19778.0,个人产权,广州周边,3,,佛山,,178.0,2018.0
广厦置业,2,100.0,金地香山湖 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_216843057.htm,2,东南,12600.0,个人产权,增城,3,,新塘南,平层,126.0,2016.0
远见地产,1,80.0,洛涛居南区 (距2号线洛溪站约432米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_217372233.htm,1,南,30625.0,个人产权,番禺,3, 洛浦中心小学 ,洛溪,平层,245.0,2001.0
正丰言地产,2,90.0,和润花园 (距2号线广州火车站约699米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219885296.htm,1,东南,8889.0,个人产权,白云,3,,桂花岗,平层,80.0,1999.0
穗坤地产,1,80.0,君华又一城 (距3号线支线京溪南方医院站约314米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219373357.htm,2,南,38750.0,商品房,白云,2,,广州大道北,平层,310.0,2006.0
瀚信置业,1,60.0,百脑汇住宅楼 (距3号线岗顶站约104米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220658047.htm,1,东,34667.0,个人产权,天河,2,,岗顶,开间,208.0,2006.0
裕丰地产,1,68.0,发现美院 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_219129323.htm,1,南北,5882.0,商品房,广州周边,2,,肇庆,平层,40.0,2013.0
置家地产,1,65.0,万科金色梦想 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220657508.htm,2,西北,24615.0,个人产权,黄埔,2, 萝峰小学 ,萝岗,平层,160.0,2015.0
禧汇置业,0,24.0,金碧世纪花园 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220088876.htm,0,暂无,37500.0,个人产权,黄埔,0,,大沙地,平层,90.0,2004.0
中原地产,2,103.0,广州亚运城媒体村 (距4号线海傍站约309米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_216110059.htm,2,东南,20388.0,商品房,番禺,3,,亚运城,开间,210.0,2009.0
远见地产,2,143.0,敏捷金月湾 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_220723412.htm,2,南北,32727.0,个人产权,番禺,4, 市桥实验小学 番禺区实验小学 ,南浦,,468.0,2016.0
德诚行地产,2,105.0,富力天朗明居 (距4号线车陂站约504米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_217843465.htm,2,南,42857.0,个人产权,天河,3, 泰安小学 ,车陂,,450.0,2002.0
华江置业,1,84.0,顺丰翠园 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_220523471.htm,1,南北,13333.0,商品房,白云,2, 张村小学 ,石井,平层,112.0,2018.0
链家满堂红,1,79.0,保利108公馆 (距3号线珠江新城站约553米) 地图,,简装修,无,低层,http://esf.gz.fang.com/chushou/3_218479365.htm,2,东南,80380.0,个人产权,天河,2, 先烈东小学珠江新城校区 ,珠江新城西,,635.0,2007.0
嘉铭地产,1,43.0,东川一街小区 (距1号线烈士陵园站约668米) 地图,普通住宅,中装修,无,高层,http://esf.gz.fang.com/chushou/3_217307102.htm,1,南北,59302.0,商品房,越秀,1, 东川路小学 ,东川路,平层,255.0,1992.0
兴友地产,1,70.0,越华路小区 (距1号线公园前站约657米) 地图,普通住宅,中装修,无,高层,http://esf.gz.fang.com/chushou/3_215303437.htm,2,东西,34000.0,个人产权,越秀,3, 广中路小学 ,农讲所,,238.0,2014.0
亿家网,2,98.0,中恒海晖城 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_219504079.htm,2,南,11735.0,商品房,广州周边,3, 小塘中心小学 ,佛山,平层,115.0,2012.0
瀚信置业,1,78.0,冠军小区 (距3号线岗顶站约317米) 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_219723842.htm,2,南北,39744.0,商品房,天河,2, 第一一三中陶育实验学校小学部 ,岗顶,平层,310.0,1995.0
连家地产,5,327.0,南湖山庄 地图,,毛坯,,低层,http://esf.gz.fang.com/chushou/10_220642049.htm,4,南,38226.0,,白云,5,,南湖,,1250.0,1993.0
万众地产,1,95.0,万科天景花园 (距9号线花都汽车城站约656米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_218057687.htm,2,暂无,19789.0,个人产权,花都,3,,铁路西,平层,188.0,2007.0
誉辉地产,2,114.0,实地·蔷薇国际 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_214152490.htm,2,南,16667.0,个人产权,增城,3,,荔城大道北,平层,190.0,2017.0
Q房网,6,570.0,珠江别墅 (距5号线猎德站约372米) 地图,,豪华装修,,低层,http://esf.gz.fang.com/chushou/10_219347933.htm,3,南,219298.0,,天河,8, 天河区第一实验小学 ,珠江新城中,,12500.0,2004.0
华江置业,1,58.0,柏丽星寓 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_218565141.htm,1,南北,11724.0,个人产权,番禺,2,,亚运城,平层,68.0,2015.0
德诚行地产,2,105.0,白云畔山花园 (距3号线支线梅花园站约779米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_218451780.htm,2,南,30476.0,个人产权,白云,3,,广州大道北,,320.0,2003.0
群鑫地产,1,103.0,北秀花园 (距2号线纪念堂站约849米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220625600.htm,2,南北,59029.0,个人产权,越秀,3, 小北路小学 ,小北,,608.0,1993.0
钜东地产,1,55.0,锦源国际公寓 (距6号线北京路站约87米) 地图,,精装修,有,低层,http://esf.gz.fang.com/chushou/3_218561652.htm,1,东南,34545.0,个人产权,越秀,1,,北京路,平层,190.0,2007.0
隽杰置业,1,91.0,新花苑 (距9号线花城路约377米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_216293004.htm,2,南北,12967.0,个人产权,花都,3,,旧区,,118.0,1996.0
Q房网,2,96.0,雍逸华庭 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_214802061.htm,2,南,20833.0,个人产权,番禺,3, 蚬涌俊贤小学 ,市桥南,平层,200.0,2011.0
广州南沙中铭地产,2,118.0,越秀滨海悦城 (距4号线蕉门站约902米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219392022.htm,2,南北,23559.0,个人产权,南沙,3, 金隆小学 ,金洲,平层,278.0,2016.0
长福地产,1,70.6,华南新城 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_216959457.htm,2,北,30878.0,个人产权,番禺,2, 番禺区红郡小学 ,华南,,218.0,2001.0
裕丰地产,1,66.0,棠德花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220383314.htm,1,南,25152.0,商品房,天河,2, 棠德南小学 ,棠下,平层,166.0,1997.0
远见地产,1,86.0,如意中心 (距2号线洛溪站约638米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220497381.htm,2,南北,23837.0,个人产权,番禺,3,,洛溪,平层,205.0,1996.0
裕丰地产,1,39.0,天文苑 (距APM线体育中心南站约378米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_216577024.htm,1,暂无,70513.0,商品房,天河,1, 华阳小学华成校区 ,体育中心,平层,275.0,2003.0
正家地产,1,80.0,恒洲小苑 (距2号线南洲站约429米) 地图,普通住宅,中装修,有,中层,http://esf.gz.fang.com/chushou/3_220490914.htm,2,北,42500.0,商品房,海珠,3,,南洲,平层,340.0,2016.0
链家满堂红,1,124.0,嘉裕礼顿阳光 (距3号线珠江新城站约403米) 地图,,简装修,无,中层,http://esf.gz.fang.com/chushou/3_219283668.htm,2,北,70000.0,个人产权,天河,2,,珠江新城西,,868.0,2006.0
古格地产,2,117.7,南沙境界 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_216981585.htm,2,南北,16992.0,个人产权,南沙,3,,金洲,平层,200.0,2006.0
瀚信置业,1,60.0,百脑汇住宅楼 (距3号线岗顶站约104米) 地图,普通住宅,简装修,无,低层,http://esf.gz.fang.com/chushou/3_220221358.htm,1,南,34667.0,个人产权,天河,1,,岗顶,,208.0,2006.0
鼎铖地产,1,87.98,新世界凯粤湾 (距5号线滘口站约472米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_216597850.htm,2,南,40918.0,个人产权,荔湾,2,,芳村,,360.0,2012.0
房易网络,1,27.0,钟村小区 (距7号线钟村站约898米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220723223.htm,1,南北,8519.0,个人产权,番禺,2, 钟村中心小学 ,钟村,,23.0,1995.0
祈安地产,2,102.0,岭南湾畔 (距5号线西村站约1040米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220723335.htm,1,南北,46078.0,个人产权,荔湾,3,,环市西,,470.0,2010.0
链家满堂红,1,90.0,中环广场 (距5号线淘金站约542米) 地图,,简装修,无,中层,http://esf.gz.fang.com/chushou/3_220620709.htm,1,北,83333.0,个人产权,越秀,2,,环市东,,750.0,2009.0
远见地产,1,89.0,广州雅居乐花园 (距7号线员岗站约634米) 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_219603952.htm,2,暂无,30337.0,个人产权,番禺,3, 南村中心小学 云山学校 雅居乐小学 ,广州雅居乐,平层,270.0,2010.0
誉辉地产,1,87.0,侨建御溪谷 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_216181315.htm,2,南,17011.0,个人产权,增城,3,,中新,,148.0,2005.0
鑫凯地产,2,141.0,美林湖国际社区 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219537168.htm,2,南北,9929.0,个人产权,花都,3,,美林湖,平层,140.0,2007.0
保值地产,1,74.0,景新国际名城 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_218238427.htm,2,暂无,16216.0,个人产权,增城,2,,中新,平层,120.0,2016.0
裕丰地产,3,286.0,万科红郡 (距7号线南村万博站约959米) 地图,,毛坯,,低层,http://esf.gz.fang.com/chushou/10_218855334.htm,2,南,41958.0,,番禺,4, 番禺区红郡小学 ,华南,,1200.0,2012.0
群鑫地产,1,36.0,小北路小区 (距5号线小北站约796米) 地图,普通住宅,豪华装修,无,高层,http://esf.gz.fang.com/chushou/3_220625386.htm,1,南北,61111.0,个人产权,越秀,1, 小北路小学 ,小北,,220.0,1998.0
华江置业,1,50.0,绿地汇创国际 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_218562434.htm,1,南北,10000.0,个人产权,白云,2,,龙归,平层,50.0,2016.0
富中地产,1,68.0,东兴南小区 (距5号线五羊邨站约382米) 地图,普通住宅,简装修,无,低层,http://esf.gz.fang.com/chushou/3_220716192.htm,1,暂无,41912.0,商品房,越秀,2, 五羊小学 ,五羊新城,,285.0,1996.0
融德邦地产,2,89.3,金地荔湖城 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_219349195.htm,2,南北,10974.0,个人产权,增城,3,,永和,,98.0,2009.0
裕丰地产,1,85.0,富力悦禧花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219992914.htm,2,南,20824.0,个人产权,黄埔,3,,萝岗,,177.0,2018.0
扬帆地产,2,89.0,瑞晖花园 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220360306.htm,2,南北,14157.0,商品房,白云,3,,石井,平层,126.0,2002.0
盈兴地产,2,100.8,禺秀园 (距3号线市桥站约995米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220670910.htm,2,暂无,17063.0,个人产权,番禺,3, 市桥南阳里小学 ,市桥北,,172.0,1998.0
凯城地产,1,67.0,万科四季花城 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220595649.htm,2,南北,20896.0,商品房,白云,2,,金沙洲南,平层,140.0,2004.0
堂正地产,2,120.0,丽海雅居 (距6号线东湖站约1056米) 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_214442471.htm,2,东,56683.0,个人产权,海珠,3,,滨江中,,680.2,2010.0
远见地产,2,116.07,敏捷金月湾 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_220723247.htm,1,南北,36185.0,个人产权,番禺,3, 市桥实验小学 番禺区实验小学 ,南浦,,420.0,2016.0
丰馨地产,2,96.0,顺德碧桂园芷兰湾 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_214201303.htm,1,南北,14062.0,个人产权,番禺,3,,顺德碧桂园社区,平层,135.0,2008.0
德诚行地产,4,302.0,中海花城湾 (距5号线猎德站约160米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_217368894.htm,2,南北,83775.0,个人产权,天河,5, 体育东路小学中校区 ,珠江新城中,,2530.0,2007.0
宜家地产,2,89.0,融创御园 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220124950.htm,2,东,17416.0,商品房,增城,3,,朱村,,155.0,2015.0
华江置业,1,89.0,穗和家园 (距3号线支线人和站约819米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219846459.htm,2,南,11011.0,个人产权,白云,3,,人和,,98.0,
宜家地产,2,95.0,云溪四季 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219685130.htm,2,东南,16000.0,个人产权,增城,3,,朱村,平层,152.0,2015.0
创投地产,1,100.0,凤凰城凤妍苑 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220389517.htm,2,南,21000.0,商品房,增城,3,,凤凰城,平层,210.0,2010.0
裕丰地产,1,38.0,瑞安国际公寓 (距5号线滘口站约445米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_219065460.htm,1,南北,8158.0,个人产权,荔湾,1,,芳村,平层,31.0,1900.0
华江置业,2,96.0,鹤山新华城 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_219846490.htm,2,南北,4688.0,个人产权,广州周边,3,,其他,,45.0,2016.0
融德邦地产,1,88.0,金城广场    (距9号线广州北站约424米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_217883961.htm,2,南北,14545.0,个人产权,花都,2,,建设北,,128.0,1998.0
中原地产,2,90.0,文冲安置房小区 (距5号线文冲站约573米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_214951858.htm,2,南,11667.0,个人产权,黄埔,3,,文冲,,105.0,2012.0
正富地产,1,98.0,保利中宇广场 (距3号线华师站约414米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_218870266.htm,2,南,71429.0,个人产权,天河,3, 龙口西小学 ,天河北,平层,700.0,2009.0
融德邦地产,2,90.0,和润花园 (距2号线广州火车站约699米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220201834.htm,1,南北,8778.0,商品房,白云,3,,桂花岗,平层,79.0,1999.0
裕丰地产,1,23.0,祈福新村 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220650979.htm,1,南北,19565.0,个人产权,番禺,1,,祈福,复式,45.0,1995.0
群鑫地产,2,87.0,君立M+World 地图,,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220232535.htm,2,南,25862.0,个人产权,白云,3,,广州大道北,开间,225.0,2016.0
房天下,1,93.0,金山谷领仕 地图,,毛坯,无,低层,http://esf.gz.fang.com/chushou/3_218769908.htm,2,北,31720.0,商品房,番禺,3, 富豪山庄小学 ,金山谷,,295.0,2012.0
堂正地产,2,211.0,中信君庭 (距8号线鹭江站约971米) 地图,普通住宅,简装修,无,高层,http://esf.gz.fang.com/chushou/3_214932524.htm,2,南北,68720.0,个人产权,海珠,3,,滨江东,,1450.0,2004.0
粤地王地产,1,65.0,万科新领域 (距1号线陈家祠站约288米) 地图,普通住宅,豪华装修,无,低层,http://esf.gz.fang.com/chushou/3_219776113.htm,1,南北,17692.0,商品房,荔湾,2,,西关,,115.0,2017.0
连家地产,2,153.0,竹韵山庄 (距3号线支线永泰站约598米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_220641987.htm,2,南北,33203.0,个人产权,白云,4, 永泰小学 ,永泰,平层,508.0,2003.0
中原地产,5,308.0,东沙别墅 (距3号线番禺广场站约1164米) 地图,,豪华装修,,低层,http://esf.gz.fang.com/chushou/10_218882206.htm,4,南,58442.0,,番禺,6,,市桥北,,1800.0,2000.0
融德邦地产,2,86.0,贝月湾 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_220322606.htm,2,南北,8721.0,商品房,从化,3, 流溪小学 ,街口中心区,平层,75.0,2005.0
链家满堂红,1,96.0,愉景南苑 (距8号线鹭江站约446米) 地图,,简装修,无,中层,http://esf.gz.fang.com/chushou/3_220631393.htm,1,北,54167.0,个人产权,海珠,3, 客村小学 ,新港西,,520.0,2002.0
中原地产,1,72.74,隽峰苑 (距5号线猎德站约222米) 地图,普通住宅,豪华装修,无,高层,http://esf.gz.fang.com/chushou/3_218732994.htm,1,北,94858.0,个人产权,天河,2, 体育东路小学中校区 冼村小学 ,珠江新城中,,690.0,2008.0
堂正地产,2,147.0,珠光高派 (距8号线鹭江站约851米) 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_220688796.htm,2,南,50204.0,个人产权,海珠,4,,中大,,738.0,2008.0
万众地产,2,116.0,时代玫瑰园 (距2号线黄边站约270米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220258384.htm,2,东南,33190.0,个人产权,白云,3, 黄边小学 ,黄边,,385.0,2006.0
方庭地产,1,78.0,永福正街大院 (距6号线沙河顶站约390米) 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_214415978.htm,1,南,22821.0,个人产权,天河,3, 龙岗路小学 ,沙河,,178.0,1995.0
德诚行地产,1,80.0,沙园广重小区 (距广佛线沙园站约482米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220294954.htm,2,南北,34750.0,个人产权,海珠,3, 菩提路小学沙园校区 ,工业大道北,平层,278.0,2001.0
裕丰地产,1,76.0,广州雅居乐花园十年小雅 (距7号线员岗站约660米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_210642207.htm,2,东南,37632.0,商品房,番禺,2, 南村中心小学 雅居乐小学 ,广州雅居乐,平层,286.0,2011.0
福顺地产,1,82.0,碧桂园天玺湾 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219388076.htm,2,东南,23171.0,个人产权,南沙,3,,金洲,平层,190.0,2015.0
群鑫地产,1,89.0,大沙头路小区 (距6号线东湖站约489米) 地图,普通住宅,中装修,有,低层,http://esf.gz.fang.com/chushou/3_220617868.htm,2,南北,40449.0,个人产权,越秀,2, 大沙头小学 ,大沙头,,360.0,2000.0
