agent,bathrooms,building_area,building_name,building_type,decor,elevator,floor_position,link,livingrooms,orientation,price_per_m2,property,region,rooms,school,section,structure,total_price,year
誉辉地产,2,143.0,荔富湖畔 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_215549942.htm,2,南北,15385.0,商品房,增城,4,,朱村,,220.0,2017.0
华江置业,1,30.0,瑞安国际公寓 (距5号线滘口站约445米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_219846176.htm,1,南北,9333.0,个人产权,荔湾,1,,芳村,,28.0,
凯城地产,1,103.0,万科四季花城 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220653437.htm,2,南北,24272.0,个人产权,白云,3,,金沙洲南,,250.0,2004.0
连家地产,3,178.0,南湖半山豪廷 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_216827838.htm,2,南北,36517.0,商品房,白云,4,,广州大道北,,650.0,2005.0
鸿大行地产,1,72.0,逸华轩 (距8号线赤岗站约842米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219863212.htm,2,南北,25833.0,个人产权,海珠,2, 聚德东小学 ,赤岗,,186.0,2004.0
智富地产,1,77.0,荔富湖畔 地图,普通住宅,豪华装修,无,高层,http://esf.gz.fang.com/chushou/3_214654579.htm,2,南,18182.0,个人产权,增城,2,,朱村,,140.0,2017.0
华江置业,1,70.0,黄沙岗小区 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_217891246.htm,2,南北,12857.0,个人产权,白云,2,,黄石,平层,90.0,1999.0
凯城地产,2,123.0,万科四季花城 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220439479.htm,2,南北,25203.0,个人产权,白云,3,,金沙洲南,平层,310.0,2004.0
德诚行地产,1,67.0,珠影大院 (距8号线客村站约195米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_216529322.htm,1,西南,43284.0,个人产权,海珠,2,,客村,平层,290.0,1999.0
家裕畅地产,2,118.0,华茵明苑 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_220058900.htm,2,东,21186.0,个人产权,番禺,3,,市桥东,平层,250.0,2000.0
粤地王地产,1,60.0,流花新街小区 (距2号线广州火车站约790米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220089080.htm,2,南,11333.0,商品房,荔湾,2,,流花,平层,68.0,1998.0
正丰言地产,2,91.0,恒福新里程 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220509366.htm,2,南,8022.0,个人产权,广州周边,3,,佛山,,73.0,2016.0
禧汇置业,1,91.0,金碧世纪花园 地图,普通住宅,中装修,无,高层,http://esf.gz.fang.com/chushou/3_220660514.htm,2,北,38242.0,个人产权,黄埔,3,,大沙地,平层,348.0,2004.0
正丰言地产,1,84.0,长湴大厦 (距6号线长湴站约863米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_219308415.htm,2,南北,17119.0,个人产权,天河,3,,粤垦,平层,143.8,2000.0
誉辉地产,4,268.0,源泉别墅 地图,,精装修,,低层,http://esf.gz.fang.com/chushou/10_220001714.htm,2,南,9030.0,,从化,4,,温泉,,242.0,2007.0
创家信地产,2,90.0,顺德碧桂园东苑 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220690525.htm,2,南北,20000.0,个人产权,番禺,3, 屏山小学 ,顺德碧桂园社区,,180.0,1999.0
远见地产,1,75.0,广州奥林匹克花园 (距2号线洛溪站约893米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220717363.htm,2,东南,31333.0,商品房,番禺,2,,洛溪,平层,235.0,2002.0
置家地产,1,88.0,黄埔新福港鼎峰 (距6号线萝岗站约575米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220676389.htm,2,东南,34091.0,商品房,黄埔,3, 广州市萝岗区香雪小学 ,萝岗,平层,300.0,2016.0
裕丰地产,2,106.0,瑜翠园 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_220696660.htm,2,南北,32075.0,个人产权,天河,3, 龙洞小学 ,龙洞,,340.0,2008.0
誉辉地产,2,121.0,融创御园 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_218907166.htm,2,南,17190.0,商品房,增城,3,,朱村,平层,208.0,2017.0
蜗居地产,1,80.0,广州富力城 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_219101785.htm,2,东西,27500.0,商品房,白云,2,,广花路,平层,220.0,2008.0
堂正地产,1,58.0,远安新街小区 (距6号线东湖站约1084米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_219734411.htm,2,东南,37931.0,个人产权,海珠,2, 大元帅府小学 ,滨江中,平层,220.0,1990.0
置家地产,2,140.0,中海誉城 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_216961977.htm,2,东南,25929.0,个人产权,黄埔,4, 萝峰小学 ,开创大道,平层,363.0,2015.0
德乐地产,1,52.0,海珠北路小区 (距1号线西门口站约309米) 地图,普通住宅,中装修,无,中层,http://esf.gz.fang.com/chushou/3_204566043.htm,2,东北,32308.0,个人产权,越秀,2, 净慧小学 ,西门口,平层,168.0,1989.0
粤地王地产,1,68.0,盈翠华庭 (距2号线飞翔公园站约1008米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_219324999.htm,1,南北,39559.0,商品房,白云,2, 景泰小学 ,白云大道南,,269.0,2001.0
正富地产,2,138.0,帝景苑 (距3号线岗顶站约793米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220723391.htm,2,东,47101.0,商品房,天河,4, 龙口西小学 ,龙口西,平层,650.0,2000.0
远见地产,1,70.0,洛湖居 (距2号线洛溪站约444米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_218702731.htm,2,南北,27857.0,个人产权,番禺,2,,洛溪,,195.0,1999.0
祈安地产,1,34.0,大岗元 (距5号线西村站约231米) 地图,普通住宅,中装修,无,高层,http://esf.gz.fang.com/chushou/3_219455542.htm,1,南北,32353.0,个人产权,荔湾,1, 协和小学 ,西村,平层,110.0,2000.0
云峰物业,2,106.0,云峰花园 (距9号线清埗约457米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_215638272.htm,2,北,22170.0,个人产权,花都,3, 云峰小学 ,镜湖大道,平层,235.0,2004.0
粤地王地产,1,75.0,亚太银座 (距13号线新塘站约262米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220703392.htm,2,南,21333.0,商品房,增城,2,,新塘北,平层,160.0,2009.0
名悦地产,1,52.0,保利世贸公寓    (距8号线琶洲站约219米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220299475.htm,1,北,33654.0,商品房,海珠,1,,琶洲,,175.0,2013.0
凯城地产,2,195.0,恒大绿洲 (距6号线沙贝站约642米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_219859151.htm,2,南北,30513.0,个人产权,白云,3,,金沙洲南,,595.0,2012.0
祈天置业,4,423.0,祈福新村B区别墅 地图,,豪华装修,,低层,http://esf.gz.fang.com/chushou/10_220528684.htm,2,暂无,18913.0,,番禺,6,,祈福,,800.0,1995.0
誉辉地产,4,280.0,富力南昆山温泉养生谷 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_219187649.htm,3,南北,7143.0,个人产权,广州周边,6,,其他,复式,200.0,2017.0
粤地王地产,1,86.0,恒大银湖城 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_207590323.htm,1,南,6512.0,商品房,广州周边,3,,清远,平层,56.0,2013.0
名悦地产,2,149.0,会展世界城 (距4号线万胜围站约679米) 地图,普通住宅,毛坯,无,中层,http://esf.gz.fang.com/chushou/3_220653204.htm,2,南北,51007.0,个人产权,海珠,4, 赤岗小学 海珠区第三实验小学 ,琶洲,,760.0,2014.0
远见地产,1,86.0,锦绣半岛 地图,,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220712284.htm,2,南,31977.0,商品房,番禺,2, 市桥实验小学 番禺区实验小学 ,南浦,,275.0,2016.0
英辉物业,1,79.22,第三金碧花园 (距2号线东晓南站约990米) 地图,普通住宅,简装修,有,高层,http://esf.gz.fang.com/chushou/3_220723266.htm,2,南北,44181.0,个人产权,海珠,2,,工业大道南,平层,350.0,2007.0
誉辉地产,2,103.0,新康花园 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_213575875.htm,2,南北,15049.0,个人产权,增城,3,,新塘南,,155.0,2004.0
裕丰地产,1,45.0,珠江新岸公寓 (距APM线广州塔站约975米) 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_218205009.htm,1,暂无,38222.0,个人产权,海珠,1,,滨江东,平层,172.0,2009.0
天睿地产,2,143.0,金泽豪庭 (距13号线白江站约754米) 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_216290784.htm,2,南,20979.0,个人产权,增城,3, 甘泉小学 ,新塘北,,300.0,2008.0
满业地产,1,89.0,锦绣星城 (距2号线东晓南站约442米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_217994491.htm,2,暂无,50562.0,个人产权,海珠,3,,东晓南,平层,450.0,2009.0
置家地产,2,100.0,万科东荟城 (距6号线香雪站约1177米) 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_214712310.htm,2,南,28500.0,个人产权,黄埔,3, 广州市萝岗区香雪小学 ,开创大道,平层,285.0,2015.0
蜗居地产,1,77.0,广州富力城 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220656466.htm,2,南北,35714.0,个人产权,白云,3,,广花路,,275.0,2008.0
德诚行地产,3,238.0,珠江帝景苑 (距APM线广州塔站约591米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_213756216.htm,2,南,54580.0,个人产权,海珠,5, 海珠区第二实验小学 ,赤岗,平层,1299.0,2007.0
粤地王地产,2,87.5,富力金港城 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220373032.htm,2,南,8914.0,个人产权,花都,3, 花东镇中心小学 富力实验小学 ,花东,,78.0,2015.0
祈安地产,1,88.0,富力桃园 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_220139074.htm,2,暂无,32727.0,商品房,白云,2,,罗冲围,平层,288.0,2004.0
德诚行地产,1,73.0,晓燕湾 (距2号线江泰路站约519米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_218888077.htm,2,西,52055.0,个人产权,海珠,2,,江燕路,平层,380.0,2001.0
万众地产,1,87.0,时代玫瑰园 (距2号线黄边站约270米) 地图,普通住宅,简装修,无,高层,http://esf.gz.fang.com/chushou/3_220259324.htm,1,南,32184.0,个人产权,白云,3, 黄边小学 ,黄边,,280.0,2006.0
融德邦地产,1,59.0,东方苑 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220165438.htm,1,南,8475.0,商品房,花都,2,,花山,平层,50.0,2012.0
融德邦地产,1,61.6,君兰苑 (距9号线花果山公园约613米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220397525.htm,2,南北,15909.0,个人产权,花都,2, 新华七小 ,新区,,98.0,2004.0
裕丰地产,1,68.0,云宁居 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219194890.htm,2,南,30882.0,个人产权,天河,2,,沙太南,平层,210.0,1999.0
东诚地产,2,66.0,荔园小区 (距5号线大沙地站约367米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_215869901.htm,2,南,33333.0,个人产权,黄埔,3, 黄村小学 荔园小学 ,大沙地,,220.0,1995.0
家家顺地产,1,73.0,锦绣天伦花园 (距13号线官湖站约1085米) 地图,普通住宅,精装修,无,高层,http://esf.gz.fang.com/chushou/3_219570954.htm,2,南,20000.0,商品房,增城,2, 新塘镇第二小学 甘泉小学 ,新塘南,平层,146.0,2013.0
粤地王地产,1,66.0,美居花园 (距5号线员村站约213米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219960081.htm,2,南北,10303.0,个人产权,天河,2, 华融小学 ,员村二横路,平层,68.0,2000.0
誉辉地产,2,106.0,敏捷绿湖国际城 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_217875400.htm,2,南北,13491.0,个人产权,增城,3,,挂绿新城,平层,143.0,2017.0
新置业房产,2,112.0,君御海城 地图,普通住宅,毛坯,有,中层,http://esf.gz.fang.com/chushou/3_220702157.htm,2,南北,8036.0,个人产权,广州周边,3,,佛山,,90.0,2018.0
英腾地产,1,95.8,翡翠绿洲湖滨苑 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_215425102.htm,2,南,29749.0,个人产权,增城,2,,广园东,复式,285.0,2011.0
宜家地产,1,45.0,SOLO禺意湾8号                                地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_219237241.htm,1,南,7556.0,个人产权,番禺,1,,大石,平层,34.0,2017.0
江山地产,1,93.0,晓城大厦 (距2号线东晓南站约170米) 地图,普通住宅,中装修,无,高层,http://esf.gz.fang.com/chushou/3_214494360.htm,1,南,38172.0,个人产权,海珠,3,,东晓南,平层,355.0,2005.0
满业地产,1,53.0,晓港湾美华苑 (距2号线东晓南站约153米) 地图,普通住宅,豪华装修,无,低层,http://esf.gz.fang.com/chushou/3_219098430.htm,1,东南,29245.0,个人产权,海珠,2,,东晓南,平层,155.0,1999.0
佳悦地产,1,45.0,华荟大厦 (距6号线团一大广场站约279米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_214994180.htm,1,东南,61111.0,个人产权,越秀,2, 清水濠小学 ,农讲所,平层,275.0,2003.0
誉辉地产,2,104.0,碧桂园豪进左岸 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_215548875.htm,2,南北,12627.0,个人产权,增城,3,,荔城,,131.32,2018.0
禧汇置业,1,46.0,天力居 (距5号线东圃站约811米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_219990741.htm,1,南,33913.0,商品房,天河,1, 东圃小学 ,东圃,,156.0,1998.0
万众地产,1,70.0,金碧雅苑 (距2号线黄边站约541米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220258335.htm,2,南,35000.0,个人产权,白云,2,,白云大道北,,245.0,2004.0
置家地产,1,65.0,奥园香雪华府 (距6号线香雪站约591米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219019072.htm,2,南,25385.0,个人产权,黄埔,2,,萝岗区府,平层,165.0,0.0
源庆地产,3,268.0,碧桂园凤凰城凤天苑 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_213566075.htm,2,南,20896.0,个人产权,增城,5,,凤凰城,,560.0,2011.0
粤地王地产,1,29.0,马赛国际公寓 (距5号线潭村站约942米) 地图,普通住宅,精装修,无,低层,http://esf.gz.fang.com/chushou/3_220027660.htm,1,南北,41379.0,商品房,天河,1, 天河区第一实验小学 ,珠江新城东,平层,120.0,2007.0
连家地产,2,115.0,云裳丽影 (距3号线支线同和站约493米) 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_220356577.htm,2,南,46957.0,个人产权,白云,3, 同和小学 ,广州大道北,,540.0,2007.0
裕丰地产,1,78.0,东圃广场 (距4号线黄村站约1150米) 地图,普通住宅,豪华装修,无,中层,http://esf.gz.fang.com/chushou/3_219303728.htm,2,南,30513.0,个人产权,天河,3, 旭景小学 ,东圃,,238.0,1999.0
中原地产,1,78.0,祈福新村迎风阁 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_219205088.htm,2,南,24103.0,商品房,番禺,2,,祈福,开间,188.0,2004.0
隽杰置业,1,95.0,万科天景花园 (距9号线花都汽车城站约656米) 地图,普通住宅,豪华装修,有,高层,http://esf.gz.fang.com/chushou/3_215831988.htm,2,南北,18947.0,个人产权,花都,3,,铁路西,,180.0,2007.0
中原地产,2,82.0,尚东尚筑 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_220397024.htm,2,南北,22561.0,个人产权,番禺,3, 东湖洲小学 ,石碁,,185.0,2008.0
利得行地产,1,82.0,璟泰大厦    (距5号线五羊邨站约589米) 地图,普通住宅,简装修,有,中层,http://esf.gz.fang.com/chushou/3_219733634.htm,2,南北,60976.0,个人产权,越秀,2,,五羊新城,,500.0,2006.0
华江置业,2,83.3,碧桂园城市花园 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220515803.htm,2,南北,14406.0,商品房,增城,3, 碧桂园城市花园小学 ,朱村,平层,120.0,2016.0
智富地产,1,80.0,增城方圆云山诗意 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_220548145.htm,2,北,21125.0,个人产权,增城,2,,荔城大道北,平层,169.0,2015.0
誉辉地产,1,80.0,碧桂园豪园 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_215548634.htm,2,南北,13750.0,个人产权,增城,2,,挂绿新城,,110.0,2017.0
裕丰地产,1,40.0,金湖雅苑 地图,普通住宅,豪华装修,有,低层,http://esf.gz.fang.com/chushou/3_214059487.htm,1,南,19500.0,个人产权,白云,1,,同和,平层,78.0,1999.0
宏华地产,3,182.42,碧桂园天玺湾 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_218051957.htm,2,西南,16994.0,个人产权,南沙,4,,金洲,,310.0,2015.0
合赢地产,2,87.0,星河盛世 地图,普通住宅,精装修,有,中层,http://esf.gz.fang.com/chushou/3_206513147.htm,2,南,21839.0,个人产权,南沙,3,,金洲,平层,190.0,2015.0
置家地产,1,142.0,黄埔新福港鼎峰 (距6号线萝岗站约575米) 地图,普通住宅,精装修,无,中层,http://esf.gz.fang.com/chushou/3_220676565.htm,2,南,34507.0,商品房,黄埔,3, 广州市萝岗区香雪小学 ,萝岗,平层,490.0,2017.0
钜东地产,1,29.0,滨海御庭 地图,,简装修,有,中层,http://esf.gz.fang.com/chushou/3_217091071.htm,1,南,14828.0,个人产权,广州周边,1,,佛山,,43.0,2008.0
正丰言地产,2,90.0,景雅轩 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220509323.htm,2,南,10556.0,个人产权,花都,3,,建设北,,95.0,2003.0
正富地产,1,70.0,龙口花苑 (距3号线岗顶站约921米) 地图,普通住宅,精装修,有,低层,http://esf.gz.fang.com/chushou/3_220176004.htm,2,东南,55000.0,个人产权,天河,2, 龙口西小学 ,龙口西,平层,385.0,2002.0
裕丰地产,1,80.0,佳润临江上品    (距5号线科韵路站约951米) 地图,普通住宅,豪华装修,无,高层,http://esf.gz.fang.com/chushou/3_220678998.htm,2,南北,56250.0,个人产权,天河,2,,员村四横路,,450.0,2011.0
新置业房产,2,92.0,富力碧涛湾 (距6号线沙贝站约1089米) 地图,普通住宅,简装修,有,低层,http://esf.gz.fang.com/chushou/3_220723451.htm,2,南北,13587.0,个人产权,白云,3,,罗冲围,平层,125.0,2003.0
粤地王地产,1,95.0,文化局宿舍 (距2号线飞翔公园站约835米) 地图,普通住宅,精装修,有,高层,http://esf.gz.fang.com/chushou/3_220529684.htm,2,南北,21158.0,个人产权,白云,3,,机场路,,201.0,1996.0
源庆地产,2,190.0,碧桂园凤凰城凤锦苑 地图,普通住宅,毛坯,有,中层,http://esf.gz.fang.com/chushou/3_204442528.htm,2,东南,18947.0,个人产权,增城,4,,凤凰城,平层,360.0,2011.0
中原地产,2,137.7,誉领轩 (距1号线陈家祠站约353米) 地图,普通住宅,豪华装修,有,中层,http://esf.gz.fang.com/chushou/3_218700858.htm,2,东南,63181.0,个人产权,荔湾,3,,陈家祠,,870.0,2012.0
